"duration","hsig","tp1","dir","tideResid","startyear","endyear","time"
14,1.19000005652197,4.95049481436906,243.900003634393,0.24440574225946,1979.09138127854,1979.0928652968,1979-02-03 08:30:00
9,1.19800005690195,4.90196055148309,196.800002932549,-0.00359425774054001,1979.1475456621,1979.14845890411,1979-02-23 20:30:00
16,1.62400007713586,5.68181791194631,251.600003749132,0.664905742259935,1979.25256849315,1979.25428082192,1979-04-03 04:30:00
8,1.42800006782636,5.37634383065888,253.100003771484,0.274905742259727,1979.25804794521,1979.25884703196,1979-04-05 04:30:00
3,1.1380000540521,4.50450429055203,337.500005029142,0.36640574225946,1979.28978310502,1979.29001141552,1979-04-16 18:30:00
12,1.35000006412156,5.26315764475027,251.800003752112,0.483905742259837,1979.30325342466,1979.30450913242,1979-04-21 16:30:00
26,1.47000006982125,4.83091764493986,357.700005330145,0.61740574225946,1979.38681506849,1979.38966894977,1979-05-22 04:30:00
13,1.5300000726711,5.55555529168084,238.100003547966,0.52440574225922,1979.39960045662,1979.40097031963,1979-05-26 20:30:00
34,1.25800005975179,4.78468876795479,269.200004011393,0.42690574225946,1979.49492009132,1979.49868721461,1979-06-30 15:30:00
24,1.32000006269664,4.7169809080309,335.400004997849,0.33840574225946,1979.51307077626,1979.51569634703,1979-07-07 06:30:00
6,1.30200006184168,5.05050481061894,246.500003673136,-0.0050942577405345,1979.52014840183,1979.52071917808,1979-07-09 20:30:00
50,1.69000008027069,5.61797726125029,262.600003913045,0.61990574225946,1979.55028538813,1979.55587899543,1979-07-20 20:30:00
6,1.06400005053729,4.40528613437247,264.900003947318,0.0179057422593126,1979.59549086758,1979.59606164384,1979-08-06 08:30:00
116,2.16800010297447,6.41025610578558,242.600003615022,0.637905742259247,1979.60005707763,1979.61318493151,1979-08-08 00:30:00
10,1.14600005443208,4.40528613437247,281.300004191697,0.315905742259455,1979.62996575342,1979.63099315068,1979-08-18 22:30:00
6,1.25000005937181,4.85436870146869,217.900003246963,0.00740574225941635,1979.65211187215,1979.6526826484,1979-08-27 00:30:00
42,2.01200009556487,6.24999970314094,249.300003714859,0.52690574225946,1979.67482876712,1979.67950913242,1979-09-04 07:30:00
2,1.0580000502523,4.52488666290747,264.000003933907,0.0889057422597384,1979.68304794521,1979.68316210046,1979-09-07 07:30:00
54,2.28000010829419,6.45161259679065,239.100003562868,0.69840574225946,1979.69320776256,1979.69925799087,1979-09-11 00:30:00
6,1.2160000577569,5.05050481061894,244.300003640354,0.039905742259378,1979.70953196347,1979.71010273973,1979-09-16 23:30:00
18,1.70000008074567,5.61797726125029,220.000003278255,0.17190574225946,1979.74275114155,1979.74469178082,1979-09-29 02:30:00
36,2.05400009755976,6.32911362343387,245.300003655255,0.87390574225946,1979.76170091324,1979.76569634703,1979-10-06 00:30:00
52,1.45600006915629,5.29100503969604,255.200003802776,0.534405742259558,1979.77334474886,1979.77916666667,1979-10-10 06:30:00
3,1.06600005063228,4.69483545775846,241.30000359565,0.0939057422596947,1979.88738584475,1979.88761415525,1979-11-20 21:30:00
9,1.28600006108172,5.15463893042552,252.900003768504,0.52990574225946,1979.9473173516,1979.94823059361,1979-12-12 18:30:00
31,1.47600007010624,5.4945052335305,249.70000372082,0.502405742259373,1979.95610730594,1979.95953196347,1979-12-15 23:30:00
16,1.46400006953627,5.46448061476804,246.400003671646,0.302905742259258,1980.02829007286,1980.02999772313,1980-01-11 08:30:00
2,1.05000004987232,4.7393362677846,243.800003632903,0.251905742259684,1980.07701502732,1980.07712887067,1980-01-29 04:30:00
3,1.08000005129725,4.56620982877877,189.50000282377,-0.253094257740884,1980.18505236794,1980.18528005465,1980-03-08 17:30:00
14,1.37600006535649,5.1813469041583,248.700003705919,0.671905742259924,1980.31096311475,1980.31244307832,1980-04-23 19:30:00
6,1.33200006326661,5.02512538946006,248.100003696978,0.09390574225946,1980.36014344262,1980.36071265938,1980-05-11 19:30:00
8,1.26000005984679,5.07614189087589,260.900003887713,-0.0390942577406329,1980.38211520947,1980.38291211293,1980-05-19 20:30:00
12,1.19400005671196,4.56620982877877,325.300004847348,0.24290574225952,1980.42196038251,1980.42321265938,1980-06-03 10:30:00
61,1.93800009205006,5.95238066965804,240.400003582239,1.0419057422593,1980.45303961749,1980.45987021858,1980-06-14 19:30:00
53,2.50000011874363,6.75675643582805,244.100003637373,1.15240574225946,1980.4868510929,1980.49277094718,1980-06-27 04:30:00
11,1.69400008046068,5.81395321222413,245.900003664196,0.36740574225946,1980.50005692168,1980.50119535519,1980-07-02 00:30:00
22,1.64000007789582,5.68181791194631,245.000003650784,0.484905742259389,1980.50404143898,1980.50643214936,1980-07-03 11:30:00
6,1.19600005680695,4.56620982877877,347.900005184114,0.352905742259498,1980.52567167577,1980.52624089253,1980-07-11 09:30:00
15,1.42800006782636,4.76190453572643,316.200004711747,0.631405742259231,1980.53307149362,1980.53466530055,1980-07-14 02:30:00
8,1.3740000652615,5.15463893042552,240.600003585219,-0.0520942577403489,1980.55105874317,1980.55185564663,1980-07-20 16:30:00
39,1.46200006944127,5.34759332889065,267.500003986061,0.528905742259531,1980.56893214936,1980.57325819672,1980-07-27 05:30:00
15,1.55400007381104,5.71428544287172,252.700003765523,0.21190574225946,1980.58441484517,1980.58600865209,1980-08-01 21:30:00
21,1.4520000689663,5.40540514866244,254.400003790855,0.39790574225946,1980.5977345173,1980.60001138434,1980-08-06 18:30:00
15,1.63600007770583,5.64971724577712,250.800003737211,0.192905742258996,1980.60991575592,1980.61150956284,1980-08-11 05:30:00
17,1.89200008986518,6.06060577274273,239.500003568828,0.374905742259706,1980.61902322404,1980.62084471767,1980-08-14 13:30:00
21,1.36000006459653,5.02512538946006,259.000003859401,0.96040574225946,1980.6341643898,1980.63644125683,1980-08-20 02:30:00
57,1.87600008910522,6.02409609941296,254.900003798306,0.553405742259405,1980.66228369763,1980.66865892532,1980-08-30 09:30:00
34,2.29000010876916,6.71140907719833,242.900003619492,0.734405742259471,1980.68778460838,1980.69154143898,1980-09-08 17:30:00
34,2.1980001043994,6.57894705593784,254.400003790855,0.824405742259362,1980.70338114754,1980.70713797814,1980-09-14 10:30:00
28,1.94800009252504,6.13496903375798,247.000003680587,0.86690574225946,1980.71089480874,1980.71396857924,1980-09-17 04:30:00
1,1.04600004968233,4.58715574542455,256.700003825128,-0.0595942577399725,1980.73275273224,1980.73275273224,1980-09-25 04:30:00
5,1.55600007390603,5.12820488462847,211.700003154576,0.105405742259405,1980.76303506375,1980.76349043716,1980-10-06 06:30:00
11,1.24000005889684,4.65116256977931,239.200003564358,0.25690574225946,1980.78011156648,1980.78125,1980-10-12 12:30:00
2,1.05200004996732,4.52488666290747,235.400003507733,0.00690574225932363,1980.8216643898,1980.82177823315,1980-10-27 17:30:00
38,1.60000007599592,5.55555529168084,268.900004006922,0.849405742259908,1980.84443306011,1980.84864526412,1980-11-05 01:30:00
8,1.65200007846579,5.84795293861141,244.100003637373,0.14340574225946,1980.88177367942,1980.88257058288,1980-11-18 17:30:00
38,1.84800008777529,5.12820488462847,296.200004413724,0.65090574225946,1981.16329908676,1981.16752283105,1981-03-01 14:30:00
5,1.21200005756691,4.99999976251276,242.600003615022,0.146905742259493,1981.21478310502,1981.21523972603,1981-03-20 09:30:00
14,1.40600006678142,5.10204057399261,237.000003531575,0.155405742259285,1981.34355022831,1981.34503424658,1981-05-06 09:30:00
7,1.46800006972626,5.34759332889065,235.600003510714,-0.0610942577411838,1981.35131278539,1981.35199771689,1981-05-09 05:30:00
92,1.77800008445047,5.23560184556309,350.600005224347,1.25090574225946,1981.40644977169,1981.41683789954,1981-05-29 08:30:00
31,1.83800008730032,5.84795293861141,238.100003547966,1.22190574225986,1981.43807077626,1981.44149543379,1981-06-09 21:30:00
9,1.42800006782636,5.31914868352421,256.500003822148,0.599905742258903,1981.44914383562,1981.45005707763,1981-06-13 22:30:00
20,1.65600007865578,5.10204057399261,327.60000488162,0.97940574225946,1981.46969178082,1981.47186073059,1981-06-21 10:30:00
90,2.09800009964965,6.24999970314094,255.800003811717,0.758405742259547,1981.47574200913,1981.48590182648,1981-06-23 15:30:00
20,1.12800005357713,4.16666646876063,273.700004078448,0.333405742259351,1981.48909817352,1981.49126712329,1981-06-28 12:30:00
44,1.97800009394996,5.98802366767995,268.300003997982,0.832905742259493,1981.49434931507,1981.49925799087,1981-06-30 10:30:00
35,2.99200014211237,7.4626862127056,248.600003704429,0.98965336776829,1981.5022260274,1981.50610730594,1981-07-03 07:30:00
10,1.27800006070174,4.97512414180374,259.700003869832,NA,1981.5230022831,1981.52402968037,1981-07-10 21:30:00
7,1.42000006744638,5.40540514866244,249.000003710389,NA,1981.5279109589,1981.52859589041,1981-07-12 16:30:00
63,1.62200007704087,5.02512538946006,295.100004397333,NA,1981.55371004566,1981.56078767123,1981-07-22 02:30:00
12,1.52000007219613,5.20833308595079,261.900003902614,NA,1981.56432648402,1981.56558219178,1981-07-25 23:30:00
14,1.71000008122064,5.68181791194631,247.300003685057,NA,1981.57174657534,1981.57323059361,1981-07-28 16:30:00
1,1.05200004996732,4.21940908228924,342.400005102158,NA,1981.5821347032,1981.5821347032,1981-08-01 11:30:00
35,2.21200010506436,6.4935061850815,245.700003661215,0.74490574225946,1981.60028538813,1981.60416666667,1981-08-08 02:30:00
68,2.29000010876916,6.66666635001701,250.00000372529,0.942405742259329,1981.61067351598,1981.61832191781,1981-08-11 21:30:00
82,1.84200008749031,5.74712616380776,264.300003938377,0.74890574225958,1981.62174657534,1981.63099315068,1981-08-15 22:30:00
51,2.56200012168847,6.75675643582805,253.500003777444,0.97390574225982,1981.63407534247,1981.63978310502,1981-08-20 10:30:00
28,1.93600009195507,5.98802366767995,236.800003528595,0.533905742259777,1981.66113013699,1981.66421232877,1981-08-30 07:30:00
37,1.66000007884577,5.58659191342207,247.300003685057,0.365905742259515,1981.72676940639,1981.73087899543,1981-09-23 06:30:00
27,2.16600010287948,6.41025610578558,244.400003641844,0.610905742259886,1981.73624429224,1981.73921232877,1981-09-26 17:30:00
29,1.43200006801635,5.10204057399261,233.700003482401,0.463405742259438,1981.75279680365,1981.75599315068,1981-10-02 18:30:00
6,1.07800005120225,4.46428550224353,339.900005064905,0.373405742259569,1981.762956621,1981.76352739726,1981-10-06 11:30:00
1,1.0600000503473,4.56620982877877,256.400003820658,0.0599057422596894,1981.78441780822,1981.78441780822,1981-10-14 07:30:00
5,1.12400005338714,4.87804854879293,254.000003784895,0.156405742259482,1981.85747716895,1981.85793378995,1981-11-09 23:30:00
